Frequency (Hz)	Level (dB)
5307.934570	-78.206581
5313.317871	-75.791924
5318.701172	-75.123169
5324.084473	-82.610977
5329.467773	-79.854645
5334.851074	-79.824440
5340.234375	-77.158318
5345.617676	-78.674751
5351.000977	-73.892059
5356.384277	-62.000622
5361.767578	-56.338238
5367.150879	-58.608471
5372.534180	-62.448299
5377.917480	-72.665993
5383.300781	-71.657837
5388.684082	-70.072121
5394.067383	-71.371315
5399.450684	-72.246315
5404.833984	-72.568062
5410.217285	-77.794266
5415.600586	-79.162926
5420.983887	-79.151100
5426.367188	-82.273598
5431.750488	-82.729492
5437.133789	-79.623528
5442.517090	-78.219925
5447.900391	-81.219894
5453.283691	-78.185379
5458.666992	-71.472694
5464.050293	-67.394104
5469.433594	-70.847008
5474.816895	-73.104774
5480.200195	-65.049385
5485.583496	-49.887840
5490.966797	-42.577072
5496.350098	-45.252907
5501.733398	-59.546108
5507.116699	-65.601463
5512.500000	-72.718224
5517.883301	-78.994553
5523.266602	-71.430321
5528.649902	-71.302612
5534.033203	-69.948212
5539.416504	-72.900856
5544.799805	-74.773254
5550.183105	-75.727974
5555.566406	-79.128166
5560.949707	-81.617828
5566.333008	-78.070801
5571.716309	-71.846321
5577.099609	-77.912621
5582.482910	-77.233589
5587.866211	-82.135384
5593.249512	-82.612801
5598.632812	-85.711708
5604.016113	-83.868408
5609.399414	-83.243034
5614.782715	-81.588554
5620.166016	-82.873703
5625.549316	-87.825928
5630.932617	-82.526939
5636.315918	-78.766350
5641.699219	-80.054138
5647.082520	-80.411407
5652.465820	-80.372520
5657.849121	-86.539047
5663.232422	-88.082558
5668.615723	-87.480721
5673.999023	-85.687874
5679.382324	-86.360710
5684.765625	-85.276810
5690.148926	-87.851624
5695.532227	-86.599083
5700.915527	-97.739151
5706.298828	-86.909546
5711.682129	-93.207817
5717.065430	-89.055656
5722.448730	-89.191643
5727.832031	-95.917168
5733.215332	-100.900368
5738.598633	-97.128036
5743.981934	-90.765533
5749.365234	-90.621590
5754.748535	-94.840607
5760.131836	-97.189911
5765.515137	-95.461723
5770.898438	-88.355293
5776.281738	-82.199463
5781.665039	-80.922302
5787.048340	-84.349274
5792.431641	-92.749657
5797.814941	-90.578026
5803.198242	-81.228676
5808.581543	-79.852615
5813.964844	-84.044960
5819.348145	-96.236053
5824.731445	-91.098900
5830.114746	-85.318420
5835.498047	-85.947395
5840.881348	-87.847954
5846.264648	-92.292755
5851.647949	-94.474014
